"","date","NDVI","humidity_day","sites","precipitation","temperature","Humidity nigth"
"1","2013-01-01",0.5392,66.13933,"Ambakoana",0.4553466,20.55126,90.3125
"2","2013-01-01",0.7422,66.13933,"AngavoBe",0.3704406,20.59091,90.3125
"3","2013-01-01",0.6301,66.13933,"AngavoKely",0.3235028,18.71481,90.3125
"4","2013-01-01",0.7877,63.44683,"Ankarana_Canyon",0.3688678,27.37802,89.875
"5","2013-01-01",0.7059,63.44683,"Ankarana_Cathedral",0.3688678,27.37802,89.875
"6","2013-01-01",0.6924,63.44683,"Ankarana_Chauves_Souris",0.3688678,26.22637,89.875
"7","2013-01-01",0.7677,66.13933,"Lakato",0.4836964,20.59091,90.3125
"8","2013-01-01",0.601,44.8232,"Mahabo",0.3925465,27.43774,84.3125
"9","2013-01-01",0.6343,63.3762,"Mahialambo",0.3440587,21.14245,89.375
"10","2013-01-01",0.8293,79.37073,"Makira",0.5024055,21.49511,86.8125
"11","2013-01-01",0.6086,63.3762,"Mangarivotra",0.3741603,20.55126,89.375
"12","2013-01-01",0.7556,66.13933,"Maromizaha",0.5122777,23.6911,90.3125
"13","2013-01-01",0.5989,63.3762,"Marotsipohy",0.3741603,20.55126,89.375
"14","2013-01-01",0.6382,66.13933,"Marovitsika",0.3795358,20.59091,90.3125
"15","2013-02-01",0.625,70.73567,"Ambakoana",0.6682156,20.42303,90.1875
"16","2013-02-01",0.7755,70.73567,"AngavoBe",0.449292,20.54,90.1875
"17","2013-02-01",0.6725,70.73567,"AngavoKely",0.3674329,18.5158,90.1875
"18","2013-02-01",0.7813,67.66177,"Ankarana_Canyon",0.3098204,27.15646,91.875
"19","2013-02-01",0.7091,67.66177,"Ankarana_Cathedral",0.3098204,27.15646,91.875
"20","2013-02-01",0.7434,67.66177,"Ankarana_Chauves_Souris",0.3098204,26.21691,91.875
"21","2013-02-01",0.7783,70.73567,"Lakato",0.7801139,20.54,90.1875
"22","2013-02-01",0.7026,58.22216,"Mahabo",0.417831,25.98931,89.6875
"23","2013-02-01",0.7258,68.66607,"Mahialambo",0.6024765,20.96481,91.8125
"24","2013-02-01",0.8411,79.73701,"Makira",0.5450487,21.63253,88
"25","2013-02-01",0.6703,68.66607,"Mangarivotra",0.6505266,20.42303,91.8125
"26","2013-02-01",0.7742,70.73567,"Maromizaha",0.8656299,23.72793,90.1875
"27","2013-02-01",0.6996,68.66607,"Marotsipohy",0.6505266,20.42303,91.8125
"28","2013-02-01",0.6465,70.73567,"Marovitsika",0.4956185,20.54,90.1875
"29","2013-03-01",0.6288,68.59586,"Ambakoana",0.24998014,19.384,90.125
"30","2013-03-01",0.8073,68.59586,"AngavoBe",0.24637584,19.27557,90.125
"31","2013-03-01",0.6784,68.59586,"AngavoKely",0.32862437,17.79299,90.125
"32","2013-03-01",0.7848,65.14458,"Ankarana_Canyon",0.09773863,27.99624,90.1875
"33","2013-03-01",0.7278,65.14458,"Ankarana_Cathedral",0.09773863,27.99624,90.1875
"34","2013-03-01",0.7351,65.14458,"Ankarana_Chauves_Souris",0.09773863,26.53314,90.1875
"35","2013-03-01",0.823,68.59586,"Lakato",0.16145848,19.27557,90.125
"36","2013-03-01",0.6793,40.65678,"Mahabo",0.15031511,26.38244,79.625
"37","2013-03-01",0.7256,66.79397,"Mahialambo",0.40248102,20.16879,89.6875
"38","2013-03-01",0.8536,78.85292,"Makira",0.14807814,20.93154,87.125
"39","2013-03-01",0.6929,66.79397,"Mangarivotra",0.31552953,19.384,89.6875
"40","2013-03-01",0.7947,68.59586,"Maromizaha",0.18392795,22.5841,90.125
"41","2013-03-01",0.6804,66.79397,"Marotsipohy",0.31552953,19.384,89.6875
"42","2013-03-01",0.7381,68.59586,"Marovitsika",0.2167623,19.27557,90.125
"43","2013-04-01",0.6263,65.25079,"Ambakoana",0.021848975,18.11376,91
"44","2013-04-01",0.7997,65.25079,"AngavoBe",0.028411714,18.09536,91
"45","2013-04-01",0.6781,65.25079,"AngavoKely",0.032802582,16.54171,91
"46","2013-04-01",0.7774,61.87889,"Ankarana_Canyon",0.238277018,27.46661,90.375
"47","2013-04-01",0.7345,61.87889,"Ankarana_Cathedral",0.238277018,27.46661,90.375
"48","2013-04-01",0.7255,61.87889,"Ankarana_Chauves_Souris",0.238277018,25.96832,90.375
"49","2013-04-01",0.8095,65.25079,"Lakato",0.024495097,18.09536,91
"50","2013-04-01",0.6098,34.76723,"Mahabo",0.002163988,25.5711,69.5625
"51","2013-04-01",0.7281,64.9371,"Mahialambo",0.008066142,18.89819,90.1875
"52","2013-04-01",0.8511,79.40207,"Makira",0.068935312,19.99282,85.875
"53","2013-04-01",0.6703,64.9371,"Mangarivotra",0.004154598,18.11376,90.1875
"54","2013-04-01",0.7626,65.25079,"Maromizaha",0.019905986,21.48562,91
"55","2013-04-01",0.6761,64.9371,"Marotsipohy",0.004154598,18.11376,90.1875
"56","2013-04-01",0.7468,65.25079,"Marovitsika",0.025473047,18.09536,91
"57","2013-05-01",0.5815,64.3483,"Ambakoana",0.0422543176,17.1835,91.8125
"58","2013-05-01",0.8087,64.3483,"AngavoBe",0.0441115759,17.10635,91.8125
"59","2013-05-01",0.6594,64.3483,"AngavoKely",0.0385298394,15.36041,91.8125
"60","2013-05-01",0.72,55.15606,"Ankarana_Canyon",0.0021846599,26.63897,88.625
"61","2013-05-01",0.6478,55.15606,"Ankarana_Cathedral",0.0021846599,26.63897,88.625
"62","2013-05-01",0.6652,55.15606,"Ankarana_Chauves_Souris",0.0021846599,24.36453,88.625
"63","2013-05-01",0.8277,64.3483,"Lakato",0.0325411893,17.10635,91.8125
"64","2013-05-01",0.5474,35.23277,"Mahabo",0.0005817951,23.9324,71.0625
"65","2013-05-01",0.6998,62.23301,"Mahialambo",0.0180689041,17.8178,89.5625
"66","2013-05-01",0.8719,75.24591,"Makira",0.0143965818,18.40704,80.5625
"67","2013-05-01",0.6528,62.23301,"Mangarivotra",0.0209688488,17.1835,89.5625
"68","2013-05-01",0.8493,64.3483,"Maromizaha",0.0479149856,20.46133,91.8125
"69","2013-05-01",0.6615,62.23301,"Marotsipohy",0.0209688488,17.1835,89.5625
"70","2013-05-01",0.7253,64.3483,"Marovitsika",0.0479126498,17.10635,91.8125
"71","2013-06-01",0.5704,64.63435,"Ambakoana",0.051375061,13.79461,89.5
"72","2013-06-01",0.795,64.63435,"AngavoBe",0.016395865,13.89791,89.5
"73","2013-06-01",0.6148,64.63435,"AngavoKely",0.003496078,11.95358,89.5
"74","2013-06-01",0.6437,55.67527,"Ankarana_Canyon",0.009800951,24.99087,89.75
"75","2013-06-01",0.5802,55.67527,"Ankarana_Cathedral",0.009800951,24.99087,89.75
"76","2013-06-01",0.5967,55.67527,"Ankarana_Chauves_Souris",0.009800951,22.68264,89.75
"77","2013-06-01",0.819,64.63435,"Lakato",0.056105483,13.89791,89.5
"78","2013-06-01",0.491,32.63453,"Mahabo",0,21.93649,66.4375
"79","2013-06-01",0.6915,66.17094,"Mahialambo",0.037160739,14.43096,91.4375
"80","2013-06-01",0.8418,73.59384,"Makira",0.043010321,16.13165,74.625
"81","2013-06-01",0.6501,66.17094,"Mangarivotra",0.040913939,13.79461,91.4375
"82","2013-06-01",0.8442,64.63435,"Maromizaha",0.052979909,18.09115,89.5
"83","2013-06-01",0.6486,66.17094,"Marotsipohy",0.040913939,13.79461,91.4375
"84","2013-06-01",0.707,64.63435,"Marovitsika",0.021375038,13.89791,89.5
"85","2013-07-01",0.5607,59.06844,"Ambakoana",0,13.37206,90.8125
"86","2013-07-01",0.7742,59.06844,"AngavoBe",0,13.46206,90.8125
"87","2013-07-01",0.5851,59.06844,"AngavoKely",0.010633128,11.87033,90.8125
"88","2013-07-01",0.5849,51.07165,"Ankarana_Canyon",0.01251887,24.53823,89.6875
"89","2013-07-01",0.5318,51.07165,"Ankarana_Cathedral",0.01251887,24.53823,89.6875
"90","2013-07-01",0.5415,51.07165,"Ankarana_Chauves_Souris",0.01251887,22.39474,89.6875
"91","2013-07-01",0.8007,59.06844,"Lakato",0.003913291,13.46206,90.8125
"92","2013-07-01",0.4419,30.77484,"Mahabo",0,22.08135,66
"93","2013-07-01",0.6728,57.59795,"Mahialambo",0,14.02886,89.4375
"94","2013-07-01",0.8667,71.14317,"Makira",0.011388498,15.52456,72.0625
"95","2013-07-01",0.6388,57.59795,"Mangarivotra",0,13.37206,89.4375
"96","2013-07-01",0.8111,59.06844,"Maromizaha",0.001575244,17.39123,90.8125
"97","2013-07-01",0.6327,57.59795,"Marotsipohy",0,13.37206,89.4375
"98","2013-07-01",0.6917,59.06844,"Marovitsika",0,13.46206,90.8125
"99","2013-08-01",0.5292,59.22557,"Ambakoana",0.0503221303,13.64044,87.5625
"100","2013-08-01",0.7451,59.22557,"AngavoBe",0.0138851292,13.73724,87.5625
"101","2013-08-01",0.5455,59.22557,"AngavoKely",0.0196707491,12.04067,87.5625
"102","2013-08-01",0.5428,52.04608,"Ankarana_Canyon",0.0003113744,24.4866,87.25
"103","2013-08-01",0.4852,52.04608,"Ankarana_Cathedral",0.0003113744,24.4866,87.25
"104","2013-08-01",0.4926,52.04608,"Ankarana_Chauves_Souris",0.0003113744,22.23867,87.25
"105","2013-08-01",0.7734,59.22557,"Lakato",0.0629244372,13.73724,87.5625
"106","2013-08-01",0.3936,26.57063,"Mahabo",0.0001651463,23.55956,64.8125
"107","2013-08-01",0.6293,58.51267,"Mahialambo",0,14.35195,88.4375
"108","2013-08-01",0.8589,71.44622,"Makira",0.0310218837,15.69076,73.0625
"109","2013-08-01",0.602,58.51267,"Mangarivotra",0.0186721161,13.64044,88.4375
"110","2013-08-01",0.8015,59.22557,"Maromizaha",0.0631497577,17.71325,87.5625
"111","2013-08-01",0.5866,58.51267,"Marotsipohy",0.0186721161,13.64044,88.4375
"112","2013-08-01",0.6375,59.22557,"Marovitsika",0.0171245579,13.73724,87.5625
"113","2013-09-01",0.4853,53.14668,"Ambakoana",0.002883845,15.5902,86.0625
"114","2013-09-01",0.7163,53.14668,"AngavoBe",0.043781608,15.69378,86.0625
"115","2013-09-01",0.5013,53.14668,"AngavoKely",0.076349124,14.42413,86.0625
"116","2013-09-01",0.4914,47.87119,"Ankarana_Canyon",0.004771023,25.50665,88.9375
"117","2013-09-01",0.4355,47.87119,"Ankarana_Cathedral",0.004771023,25.50665,88.9375
"118","2013-09-01",0.4408,47.87119,"Ankarana_Chauves_Souris",0.004771023,23.52984,88.9375
"119","2013-09-01",0.731,53.14668,"Lakato",0.023773881,15.69378,86.0625
"120","2013-09-01",0.3636,21.34086,"Mahabo",0.001145648,25.13171,63.9375
"121","2013-09-01",0.5851,47.66683,"Mahialambo",0.00969484,16.31637,84.25
"122","2013-09-01",0.8315,71.04469,"Makira",0.015084676,17.15344,79.125
"123","2013-09-01",0.5532,47.66683,"Mangarivotra",0,15.5902,84.25
"124","2013-09-01",0.8014,53.14668,"Maromizaha",0.023994518,19.16497,86.0625
"125","2013-09-01",0.5285,47.66683,"Marotsipohy",0,15.5902,84.25
"126","2013-09-01",0.5941,53.14668,"Marovitsika",0.028898673,15.69378,86.0625
"127","2013-10-01",0.4962,58.45177,"Ambakoana",0.12242679,17.55554,85.0625
"128","2013-10-01",0.7268,58.45177,"AngavoBe",0.10475,17.58288,85.0625
"129","2013-10-01",0.5401,58.45177,"AngavoKely",0.14308101,16.49783,85.0625
"130","2013-10-01",0.4823,51.23149,"Ankarana_Canyon",0.02530648,26.64861,90.0625
"131","2013-10-01",0.4146,51.23149,"Ankarana_Cathedral",0.02530648,26.64861,90.0625
"132","2013-10-01",0.42,51.23149,"Ankarana_Chauves_Souris",0.02530648,24.58181,90.0625
"133","2013-10-01",0.7323,58.45177,"Lakato",0.09224839,17.58288,85.0625
"134","2013-10-01",0.3984,30.22646,"Mahabo",0.04067372,25.52981,69.125
"135","2013-10-01",0.5641,55.57948,"Mahialambo",0.09154051,18.28375,85.625
"136","2013-10-01",0.8323,74.71439,"Makira",0.21597093,18.68005,80.75
"137","2013-10-01",0.5434,55.57948,"Mangarivotra",0.11111361,17.55554,85.625
"138","2013-10-01",0.7982,58.45177,"Maromizaha",0.09327008,20.50408,85.0625
"139","2013-10-01",0.5245,55.57948,"Marotsipohy",0.11111361,17.55554,85.625
"140","2013-10-01",0.5838,58.45177,"Marovitsika",0.10173254,17.58288,85.0625
"141","2013-11-01",0.4634,59.25074,"Ambakoana",0.33049867,19.8847,91
"142","2013-11-01",0.6834,59.25074,"AngavoBe",0.32874188,19.96243,91
"143","2013-11-01",0.4953,59.25074,"AngavoKely",0.34309074,18.81561,91
"144","2013-11-01",0.5251,56.32912,"Ankarana_Canyon",0.12848482,27.57211,90.125
"145","2013-11-01",0.4338,56.32912,"Ankarana_Cathedral",0.12848482,27.57211,90.125
"146","2013-11-01",0.4595,56.32912,"Ankarana_Chauves_Souris",0.12848482,26.04922,90.125
"147","2013-11-01",0.7174,59.25074,"Lakato",0.2807681,19.96243,91
"148","2013-11-01",0.3848,31.38129,"Mahabo",0.04465833,27.82128,72.5625
"149","2013-11-01",0.5601,51.11257,"Mahialambo",0.24908492,20.64428,89.0625
"150","2013-11-01",0.8347,75.95122,"Makira",0.29428834,20.60684,83.3125
"151","2013-11-01",0.5488,51.11257,"Mangarivotra",0.31058902,19.8847,89.0625
"152","2013-11-01",0.784,59.25074,"Maromizaha",0.26145473,22.78784,91
"153","2013-11-01",0.5252,51.11257,"Marotsipohy",0.31058902,19.8847,89.0625
"154","2013-11-01",0.5364,59.25074,"Marovitsika",0.28902501,19.96243,91
"155","2013-12-01",0.5258,66.70076,"Ambakoana",0.5707652,20.0407,90.25
"156","2013-12-01",0.7678,66.70076,"AngavoBe",0.54929829,20.00643,90.25
"157","2013-12-01",0.6,66.70076,"AngavoKely",0.41836366,18.49093,90.25
"158","2013-12-01",0.6741,60.69204,"Ankarana_Canyon",0.44287348,27.08883,90.3125
"159","2013-12-01",0.5816,60.69204,"Ankarana_Cathedral",0.44287348,27.08883,90.3125
"160","2013-12-01",0.6305,60.69204,"Ankarana_Chauves_Souris",0.44287348,26.39581,90.3125
"161","2013-12-01",0.7689,66.70076,"Lakato",0.3466273,20.00643,90.25
"162","2013-12-01",0.3802,35.43309,"Mahabo",0.05572872,28.17758,77.5
"163","2013-12-01",0.6015,62.44939,"Mahialambo",0.3225894,20.87191,89.5
"164","2013-12-01",0.8327,77.04042,"Makira",0.06980623,21.21038,84.6875
"165","2013-12-01",0.5963,62.44939,"Mangarivotra",0.48025408,20.0407,89.5
"166","2013-12-01",0.7914,66.70076,"Maromizaha",0.40866739,23.06649,90.25
"167","2013-12-01",0.5605,62.44939,"Marotsipohy",0.48025408,20.0407,89.5
"168","2013-12-01",0.6239,66.70076,"Marovitsika",0.56060088,20.00643,90.25
"169","2014-01-01",0.5341,70.99443,"Ambakoana",0.4525971,20.35067,90.25
"170","2014-01-01",0.7691,70.99443,"AngavoBe",0.4060592,20.57998,90.25
"171","2014-01-01",0.6799,70.99443,"AngavoKely",0.2608846,18.44561,90.25
"172","2014-01-01",0.6975,71.19351,"Ankarana_Canyon",0.3430256,26.64364,90.9375
"173","2014-01-01",0.6849,71.19351,"Ankarana_Cathedral",0.3430256,26.64364,90.9375
"174","2014-01-01",0.7168,71.19351,"Ankarana_Chauves_Souris",0.3430256,25.56359,90.9375
"175","2014-01-01",0.7971,70.99443,"Lakato",0.4118464,20.57998,90.25
"176","2014-01-01",0.5357,58.27119,"Mahabo",0.7803602,26.46646,85.75
"177","2014-01-01",0.6403,68.18961,"Mahialambo",0.3204904,20.81362,91.0625
"178","2014-01-01",0.8223,79.53561,"Makira",0.5555369,21.09194,88
"179","2014-01-01",0.5618,68.18961,"Mangarivotra",0.3964932,20.35067,91.0625
"180","2014-01-01",0.7763,70.99443,"Maromizaha",0.4520657,23.72796,90.25
"181","2014-01-01",0.6594,68.18961,"Marotsipohy",0.3964932,20.35067,91.0625
"182","2014-01-01",0.6833,70.99443,"Marovitsika",0.4308292,20.57998,90.25
"183","2014-02-01",0.6027,70.50975,"Ambakoana",0.4917748,20.21749,90.75
"184","2014-02-01",0.8215,70.50975,"AngavoBe",0.4669796,20.09716,90.75
"185","2014-02-01",0.7202,70.50975,"AngavoKely",0.3313487,18.31802,90.75
"186","2014-02-01",0.7645,73.32023,"Ankarana_Canyon",0.5311369,26.30642,92.6875
"187","2014-02-01",0.6827,73.32023,"Ankarana_Cathedral",0.5311369,26.30642,92.6875
"188","2014-02-01",0.7928,73.32023,"Ankarana_Chauves_Souris",0.5311369,25.15905,92.6875
"189","2014-02-01",0.788,70.50975,"Lakato",0.5504834,20.09716,90.75
"190","2014-02-01",0.6908,49.6982,"Mahabo",0.20325,26.55853,85.1875
"191","2014-02-01",0.6954,67.79553,"Mahialambo",0.4244253,20.91348,90
"192","2014-02-01",0.8407,79.58012,"Makira",0.5567137,21.10964,88.125
"193","2014-02-01",0.5929,67.79553,"Mangarivotra",0.488685,20.21749,90
"194","2014-02-01",0.7725,70.50975,"Maromizaha",0.4972844,23.30215,90.75
"195","2014-02-01",0.6709,67.79553,"Marotsipohy",0.488685,20.21749,90
"196","2014-02-01",0.7556,70.50975,"Marovitsika",0.4984654,20.09716,90.75
"197","2014-03-01",0.6004,65.16998,"Ambakoana",0.2470023,19.46139,90.75
"198","2014-03-01",0.8175,65.16998,"AngavoBe",0.2312262,19.45812,90.75
"199","2014-03-01",0.7056,65.16998,"AngavoKely",0.2511927,17.88427,90.75
"200","2014-03-01",0.7693,66.62968,"Ankarana_Canyon",0.3147767,26.94308,91
"201","2014-03-01",0.7266,66.62968,"Ankarana_Cathedral",0.3147767,26.94308,91
"202","2014-03-01",0.7371,66.62968,"Ankarana_Chauves_Souris",0.3147767,25.40396,91
"203","2014-03-01",0.8,65.16998,"Lakato",0.2333266,19.45812,90.75
"204","2014-03-01",0.6705,40.70392,"Mahabo",0.1642194,26.9234,80.875
"205","2014-03-01",0.7112,62.90102,"Mahialambo",0.2537062,20.11065,91
"206","2014-03-01",0.8671,78.05823,"Makira",0.2671065,20.86804,86.625
"207","2014-03-01",0.6423,62.90102,"Mangarivotra",0.2585415,19.46139,91
"208","2014-03-01",0.7441,65.16998,"Maromizaha",0.2257905,22.83898,90.75
"209","2014-03-01",0.6738,62.90102,"Marotsipohy",0.2585415,19.46139,91
"210","2014-03-01",0.7428,65.16998,"Marovitsika",0.2604225,19.45812,90.75
"211","2014-04-01",0.633,63.79068,"Ambakoana",0.0085159,18.05541,91.125
"212","2014-04-01",0.8102,63.79068,"AngavoBe",0.002430302,18.15032,91.125
"213","2014-04-01",0.7055,63.79068,"AngavoKely",0.006018642,16.24246,91.125
"214","2014-04-01",0.7521,63.86225,"Ankarana_Canyon",0.009279247,27.04919,89.9375
"215","2014-04-01",0.707,63.86225,"Ankarana_Cathedral",0.009279247,27.04919,89.9375
"216","2014-04-01",0.7244,63.86225,"Ankarana_Chauves_Souris",0.009279247,25.21511,89.9375
"217","2014-04-01",0.804,63.79068,"Lakato",0.011892742,18.15032,91.125
"218","2014-04-01",0.599,37.14078,"Mahabo",0.042577334,25.42871,74.25
"219","2014-04-01",0.7083,60.15955,"Mahialambo",0.002682163,18.6726,91.8125
"220","2014-04-01",0.8662,77.13853,"Makira",0.055500749,19.88189,85.5
"221","2014-04-01",0.6685,60.15955,"Mangarivotra",0.001292354,18.05541,91.8125
"222","2014-04-01",0.7883,63.79068,"Maromizaha",0.009505477,21.59155,91.125
"223","2014-04-01",0.7026,60.15955,"Marotsipohy",0.001292354,18.05541,91.8125
"224","2014-04-01",0.7462,63.79068,"Marovitsika",0.001930701,18.15032,91.125
"225","2014-05-01",0.5819,64.54878,"Ambakoana",0.013666994,16.52801,89.375
"226","2014-05-01",0.7964,64.54878,"AngavoBe",0.002690553,16.44409,89.375
"227","2014-05-01",0.6469,64.54878,"AngavoKely",0.010209647,14.55255,89.375
"228","2014-05-01",0.6952,60.3237,"Ankarana_Canyon",0.006313827,26.47585,90.6875
"229","2014-05-01",0.6471,60.3237,"Ankarana_Cathedral",0.006313827,26.47585,90.6875
"230","2014-05-01",0.6521,60.3237,"Ankarana_Chauves_Souris",0.006313827,24.41116,90.6875
"231","2014-05-01",0.8076,64.54878,"Lakato",0.012759938,16.44409,89.375
"232","2014-05-01",0.5405,37.68069,"Mahabo",0,23.88366,71.1875
"233","2014-05-01",0.6691,58.31189,"Mahialambo",0.014369529,17.2601,90.375
"234","2014-05-01",0.8652,75.80823,"Makira",0.018283471,18.72152,82.9375
"235","2014-05-01",0.6262,58.31189,"Mangarivotra",0.011241233,16.52801,90.375
"236","2014-05-01",0.8445,64.54878,"Maromizaha",0.012630368,20.13131,89.375
"237","2014-05-01",0.6584,58.31189,"Marotsipohy",0.011241233,16.52801,90.375
"238","2014-05-01",0.7165,64.54878,"Marovitsika",0.004825338,16.44409,89.375
"239","2014-06-01",0.5472,67.66908,"Ambakoana",0.083896302,14.69015,92.3125
"240","2014-06-01",0.7885,67.66908,"AngavoBe",0.016516773,14.7795,92.3125
"241","2014-06-01",0.6228,67.66908,"AngavoKely",0.01591862,12.8215,92.3125
"242","2014-06-01",0.6393,56.75053,"Ankarana_Canyon",0.007510068,25.36129,88.9375
"243","2014-06-01",0.6006,56.75053,"Ankarana_Cathedral",0.007510068,25.36129,88.9375
"244","2014-06-01",0.5927,56.75053,"Ankarana_Chauves_Souris",0.007510068,22.9616,88.9375
"245","2014-06-01",0.7998,67.66908,"Lakato",0.050923534,14.7795,92.3125
"246","2014-06-01",0.4936,34.66084,"Mahabo",0,23.0213,67.25
"247","2014-06-01",0.6488,64.40935,"Mahialambo",0.063535698,15.37002,92.3125
"248","2014-06-01",0.8378,75.04915,"Makira",0.097223617,17.05807,74.875
"249","2014-06-01",0.5796,64.40935,"Mangarivotra",0.048209492,14.69015,92.3125
"250","2014-06-01",0.8286,67.66908,"Maromizaha",0.065548964,18.79351,92.3125
"251","2014-06-01",0.6209,64.40935,"Marotsipohy",0.048209492,14.69015,92.3125
"252","2014-06-01",0.6993,67.66908,"Marovitsika",0.026224051,14.7795,92.3125
"253","2014-07-01",0.53775,72.19397,"Ambakoana",0.325852096,14.15219,88.0625
"254","2014-07-01",0.75745,72.19397,"AngavoBe",0.167409837,14.18484,88.0625
"255","2014-07-01",0.6092,72.19397,"AngavoKely",0.118037991,12.23837,88.0625
"256","2014-07-01",0.5512999,60.59687,"Ankarana_Canyon",0.02401478,24.92047,86.625
"257","2014-07-01",0.5159,60.59687,"Ankarana_Cathedral",0.02401478,24.92047,86.625
"258","2014-07-01",0.50575,60.59687,"Ankarana_Chauves_Souris",0.02401478,22.65392,86.625
"259","2014-07-01",0.7558,72.19397,"Lakato",0.318101168,14.18484,88.0625
"260","2014-07-01",0.4261,35.66147,"Mahabo",0.005383352,23.2058,66.5
"261","2014-07-01",0.6158,68.72154,"Mahialambo",0.336406738,14.88076,89.4375
"262","2014-07-01",0.8614,76.49573,"Makira",0.142035946,16.58355,79.5
"263","2014-07-01",0.5621,68.72154,"Mangarivotra",0.333172113,14.15219,89.4375
"264","2014-07-01",0.7888,72.19397,"Maromizaha",0.342123121,18.10836,88.0625
"265","2014-07-01",0.61035,68.72154,"Marotsipohy",0.333172113,14.15219,89.4375
"266","2014-07-01",0.68945,72.19397,"Marovitsika",0.150617167,14.18484,88.0625
"267","2014-08-01",0.5213,61.47106,"Ambakoana",0.004098075,14.77044,88.3125
"268","2014-08-01",0.7475,61.47106,"AngavoBe",0,14.83645,88.3125
"269","2014-08-01",0.5942,61.47106,"AngavoKely",0.018953307,13.46588,88.3125
"270","2014-08-01",0.531,51.39915,"Ankarana_Canyon",0.006740673,24.99438,87.5
"271","2014-08-01",0.4915,51.39915,"Ankarana_Cathedral",0.006740673,24.99438,87.5
"272","2014-08-01",0.4836,51.39915,"Ankarana_Chauves_Souris",0.006740673,22.71996,87.5
"273","2014-08-01",0.7628,61.47106,"Lakato",0,14.83645,88.3125
"274","2014-08-01",0.406,29.90454,"Mahabo",0,23.61331,64.5
"275","2014-08-01",0.6116,60.06411,"Mahialambo",0.009301262,15.44009,87
"276","2014-08-01",0.8567,70.85239,"Makira",0.034247488,16.488,77.875
"277","2014-08-01",0.5814,60.06411,"Mangarivotra",0.012676556,14.77044,87
"278","2014-08-01",0.8146,61.47106,"Maromizaha",0,18.37585,88.3125
"279","2014-08-01",0.6036,60.06411,"Marotsipohy",0.012676556,14.77044,87
"280","2014-08-01",0.6778,61.47106,"Marovitsika",0,14.83645,88.3125
"281","2014-09-01",0.5177,54.77716,"Ambakoana",0.024990711,14.98684,85.875
"282","2014-09-01",0.7284,54.77716,"AngavoBe",0.015640238,15.16781,85.875
"283","2014-09-01",0.5415,54.77716,"AngavoKely",0.036522716,13.67013,85.875
"284","2014-09-01",0.504,52.56752,"Ankarana_Canyon",0.008717325,25.11364,88.6875
"285","2014-09-01",0.4552,52.56752,"Ankarana_Cathedral",0.008717325,25.11364,88.6875
"286","2014-09-01",0.4442,52.56752,"Ankarana_Chauves_Souris",0.008717325,23.08886,88.6875
"287","2014-09-01",0.7387,54.77716,"Lakato",0.009330641,15.16781,85.875
"288","2014-09-01",0.3772,26.0666,"Mahabo",0.008076455,24.89175,64.5
"289","2014-09-01",0.6005,53.82707,"Mahialambo",0.003668661,15.71255,84.3125
"290","2014-09-01",0.8423,72.85792,"Makira",0.015239231,16.67602,79.0625
"291","2014-09-01",0.5723,53.82707,"Mangarivotra",0.018103814,14.98684,84.3125
"292","2014-09-01",0.7898,54.77716,"Maromizaha",0.017898545,18.90573,85.875
"293","2014-09-01",0.5879,53.82707,"Marotsipohy",0.018103814,14.98684,84.3125
"294","2014-09-01",0.6558,54.77716,"Marovitsika",0.01108975,15.16781,85.875
"295","2014-10-01",0.4801,55.32325,"Ambakoana",0.144785374,19.03924,86.6875
